No;Jenis Rambu;N;E;Kelurahan;Kecamatan;Kabupaten ;Tahun;Foto
840;Jalur Evakuasi;-7.11841;111.76821;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0840.png
841;Jalur Evakuasi;-7.12168;111.77345;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0841.png
842;Jalur Evakuasi;-7.11354;111.77469;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0842.png
843;Jalur Evakuasi;-7.10875;111.76956;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0843.png
844;Jalur Evakuasi;-7.1153;111.79393;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0844.png
845;Peringatan Banjir;-7.11335;111.77538;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0845.png
846;Jalur Evakuasi;-7.11057;111.78549;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0846.png
847;Jalur Evakuasi;-7.11313;111.79216;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0847.png
848;Jalur Evakuasi;-7.11759;111.79651;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0848.png
849;Jalur Evakuasi;-7.11284;111.773;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0849.png
850;Jalur Evakuasi;-7.11324;111.77181;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0850.png
851;Jalur Evakuasi;-7.11033;111.76971;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0851.png
852;Jalur Evakuasi;-7.113;111.79034;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0852.png
853;Jalur Evakuasi;-7.11448;111.77418;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0853.png
854;Jalur Evakuasi;-7.11057;111.78545;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0854.png
855;Jalur Evakuasi;-7.11646;111.7978;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0855.png
856;Jalur Evakuasi;-7.11216;111.78889;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0856.png
857;Jalur Evakuasi;-7.11488;111.79319;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0857.png
858;Jalur Evakuasi;-7.11475;111.7768;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0858.png
859;Jalur Evakuasi;-7.11596;111.78004;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0859.png
860;Jalur Evakuasi;-7.1256;111.77512;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0860.png
861;Jalur Evakuasi;-7.12173;111.77678;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0861.png
862;Jalur Evakuasi;-7.1272;111.77223;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0862.png
863;Jalur Evakuasi;-7.11938;111.77467;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0863.png
864;Jalur Evakuasi;-7.12652;111.77419;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0864.png
865;Jalur Evakuasi;-7.1144;111.7608;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0865.png
866;Jalur Evakuasi;-7.11778;111.76599;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0866.png
867;Jalur Evakuasi;-7.12102;111.77345;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0867.png
868;Jalur Evakuasi;-7.11714;111.76221;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0868.png
869;Jalur Evakuasi;-7.12234;111.7736;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0869.png
870;Peringatan Banjir;-7.11467;111.76072;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0870.png
871;Jalur Evakuasi;-7.12415;111.77079;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0871.png
872;Jalur Evakuasi;-7.11918;111.76819;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0872.png
873;Peringatan Banjir;-7.12633;111.77457;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0873.png
874;Peringatan Banjir;-7.11743;111.76915;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0874.png
875;Jalur Evakuasi;-7.11403;111.77539;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0875.png
876;Titik Kumpul;-8.230586;112.92655;Sidomulyo;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0876.png
877;Titik Kumpul;-8.169476;113.00944;Supiturang;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0877.png
878;Titik Kumpul;-8.184879;113.044607;Sumberwuluh;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0878.png
879;Titik Kumpul;-8.235422;112.954572;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0879.png
880;Titik Kumpul;-8.267082;112.95059;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0880.png
881;Jalur Evakuasi;-8.268699;112.951745;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0881.png
882;Jalur Evakuasi;-8.270356;112.95166;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0882.png
883;Jalur Evakuasi;-8.270432;112.95159;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0883.png
884;Jalur Evakuasi;-8.273048;112.954209;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0884.png
885;Jalur Evakuasi;-8.256682;112.962925;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0885.png
886;Jalur Evakuasi;-8.270769;112.952604;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0886.png
887;Jalur Evakuasi;-8.268358;112.952982;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0887.png
888;Jalur Evakuasi;-8.265551;112.95106;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0888.png
889;Jalur Evakuasi;-8.266206;112.950408;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0889.png
890;Jalur Evakuasi;-8.264023;112.951195;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0890.png
891;Jalur Evakuasi;-8.262994;112.949287;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0891.png
892;Jalur Evakuasi;-8.262569;112.950104;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0892.png
893;Jalur Evakuasi;-8.261478;112.948458;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0893.png
894;Jalur Evakuasi;-8.261435;112.948551;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0894.png
895;Jalur Evakuasi;-8.265828;112.940295;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0895.png
896;Jalur Evakuasi;-8.271444;112.956103;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0896.png
897;Jalur Evakuasi;-8.267446;112.952238;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0897.png
898;Jalur Evakuasi;-8.267468;112.951865;Kaliuling;Tempursari;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0898.png
899;Jalur Evakuasi;-8.227269;112.919075;Sidomulyo;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0899.png
900;Jalur Evakuasi;-8.225133;112.916728;Sidomulyo;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0900.png
901;Jalur Evakuasi;-8.231696;112.922198;Sidomulyo;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0901.png
902;Jalur Evakuasi;-8.230746;112.922704;Sidomulyo;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0902.png
903;Jalur Evakuasi;-8.230746;112.922704;Sidomulyo;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0903.png
904;Jalur Evakuasi;-8.220288;112.920486;Sidomulyo;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0904.png
905;Jalur Evakuasi;-8.216572;112.922448;Sidomulyo;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0905.png
906;Jalur Evakuasi;-8.216854;112.922367;Sidomulyo;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0906.png
907;Jalur Evakuasi;-8.23001;112.925795;Sidomulyo;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0907.png
908;Jalur Evakuasi;-8.231666;112.924192;Sidomulyo;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0908.png
909;Jalur Evakuasi;-8.226987;112.930269;Sidomulyo;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0909.png
910;Jalur Evakuasi;-8.216589;112.925641;Sidomulyo;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0910.png
911;Jalur Evakuasi;-8.226624;112.931014;Sidomulyo;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0911.png
912;Jalur Evakuasi;-8.22742;112.920137;Sidomulyo;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0912.png
913;Jalur Evakuasi;-8.229925;112.929254;Sidomulyo;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0913.png
914;Jalur Evakuasi;-8.231334;112.927358;Sidomulyo;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0914.png
915;Jalur Evakuasi;-8.170965;113.004849;Supiturang;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0915.png
916;Jalur Evakuasi;-8.170985;113.004823;Supiturang;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0916.png
917;Jalur Evakuasi;-8.169329;113.006597;Supiturang;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0917.png
918;Jalur Evakuasi;-8.16949;113.008058;Supiturang;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0918.png
919;Jalur Evakuasi;-8.169412;113.009055;Supiturang;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0919.png
920;Jalur Evakuasi;-8.137026;113.017767;Sumbermujur;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0920.png
921;Jalur Evakuasi;-8.22647;112.931894;Besukcukit;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0921.png
922;Jalur Evakuasi;-8.174273;113.010108;Supiturang;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0922.png
923;Jalur Evakuasi;-8.17424;113.010055;Supiturang;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0923.png
924;Jalur Evakuasi;-8.170553;113.00689;Supiturang;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0924.png
925;Jalur Evakuasi;-8.172922;113.010658;Supiturang;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0925.png
926;Jalur Evakuasi;-8.173657;113.012003;Supiturang;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0926.png
927;Jalur Evakuasi;-8.173647;113.01194;Supiturang;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0927.png
928;Jalur Evakuasi;-8.17132;113.008156;Supiturang;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0928.png
929;Jalur Evakuasi;-8.170992;113.008067;Supiturang;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0929.png
930;Jalur Evakuasi;-8.194697;113.049697;Sumberwuluh;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0930.png
931;Jalur Evakuasi;-8.193974;113.050216;Sumberwuluh;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0931.png
932;Jalur Evakuasi;-8.189007;113.045986;Sumberwuluh;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0932.png
933;Jalur Evakuasi;-8.172331;113.009558;Supiturang;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0933.png
934;Jalur Evakuasi;-8.169812;113.005623;Supiturang;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0934.png
935;Jalur Evakuasi;-8.170206;113.003551;Supiturang;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0935.png
936;Jalur Evakuasi;-8.172613;113.007415;Supiturang;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0936.png
937;Jalur Evakuasi;-8.171559;113.004451;Supiturang;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0937.png
938;Jalur Evakuasi;-8.172903;113.008455;Supiturang;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0938.png
939;Jalur Evakuasi;-8.186014;113.043468;Sumberwuluh;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0939.png
940;Jalur Evakuasi;-8.185173;113.037775;Sumberwuluh;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0940.png
941;Jalur Evakuasi;-8.190188;113.035279;Sumberwuluh;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0941.png
942;Jalur Evakuasi;-8.176759;113.030401;Sumberwuluh;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0942.png
943;Jalur Evakuasi;-8.179782;113.037725;Sumberwuluh;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0943.png
944;Jalur Evakuasi;-8.1828;113.043069;Sumberwuluh;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0944.png
945;Jalur Evakuasi;-8.182753;113.043072;Sumberwuluh;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0945.png
946;Jalur Evakuasi;-8.189346;113.048631;Sumberwuluh;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0946.png
947;Jalur Evakuasi;-8.187338;113.041805;Sumberwuluh;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0947.png
948;Jalur Evakuasi;-8.187992;113.042625;Sumberwuluh;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0948.png
949;Jalur Evakuasi;-8.195075;113.047222;Sumberwuluh;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0949.png
950;Jalur Evakuasi;-8.203731;113.04283;Sumberwuluh;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0950.png
951;Jalur Evakuasi;-8.203602;113.04269;Sumberwuluh;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0951.png
952;Jalur Evakuasi;-8.182466;113.038725;Sumberwuluh;Candipuro;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0952.png
953;Jalur Evakuasi;-8.241542;112.943088;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0953.png
954;Jalur Evakuasi;-8.242325;112.945123;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0954.png
955;Jalur Evakuasi;-8.242518;112.946078;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0955.png
956;Jalur Evakuasi;-8.242605;112.946287;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0956.png
957;Jalur Evakuasi;-8.238233;112.950959;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0957.png
958;Jalur Evakuasi;-8.238172;112.950968;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0958.png
959;Jalur Evakuasi;-8.236043;112.952336;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0959.png
960;Jalur Evakuasi;-8.2362;112.952425;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0960.png
961;Jalur Evakuasi;-8.235365;112.963658;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0961.png
962;Jalur Evakuasi;-8.235332;112.953633;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0962.png
963;Jalur Evakuasi;-8.235576;112.954891;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0963.png
964;Jalur Evakuasi;-8.235592;112.955434;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0964.png
965;Jalur Evakuasi;-8.236034;112.955304;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0965.png
966;Jalur Evakuasi;-8.236375;112.955079;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0966.png
967;Jalur Evakuasi;-8.237113;112.956223;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0967.png
968;Jalur Evakuasi;-8.236989;112.956216;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0968.png
969;Jalur Evakuasi;-8.237434;112.956382;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0969.png
970;Jalur Evakuasi;-8.240142;112.957387;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0970.png
971;Jalur Evakuasi;-8.24083;112.957659;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0971.png
972;Jalur Evakuasi;-8.185353;113.045228;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0972.png
973;Jalur Evakuasi;-8.185892;113.04579;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0973.png
974;Jalur Evakuasi;-8.187978;113.047828;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0974.png
975;Jalur Evakuasi;-8.2369497;112.9552652;Tamanayu;Pronojiwo;Lumajang;2021;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0975.png
976;Papan Desa Tangguh Bencana;-7.05543;112.58466;Bedanten;Bungah;Gresik;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0976.png
977;Papan Desa Tangguh Bencana;-6.98396;112.33774;Tracal;Karanggeneng;Lamongan;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0977.png
978;Papan Desa Tangguh Bencana;-7.63827;112.4735;Kalitikar;Gondang;Mojokerto;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0978.png
979;Papan Desa Tangguh Bencana;-7.68306;111.80861;Salamrejo;Berbek;Nganjuk;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0979.png
980;Papan Desa Tangguh Bencana;-7.83725;112.06877;Ketami;Pesantren;Kota Kediri;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0980.png
981;Papan Desa Tangguh Bencana;-7.49229;111.49458;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0981.png
982;Papan Desa Tangguh Bencana;-8.21374;111.77805;Keboireng;Besuki;Tulungagung;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0982.png
983;Papan Desa Tangguh Bencana;-8.0381;111.39459;Tugurejo;Slahung;Ponorogo;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0983.png
984;Papan Desa Tangguh Bencana;-8.00687;112.61865;Bandung Rejosari;Sukun;Kota Malang;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0984.png
985;Papan Desa Tangguh Bencana;-7.87744;112.54154;Temas;Batu;Kota Batu;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0985.png
986;Papan Desa Tangguh Bencana;-7.62865;112.87232;Tambakrejo;Kraton;Pasuruan;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0986.png
987;Papan Desa Tangguh Bencana;-8.27797;113.06553;Bades;Pasirian;Lumajang;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0987.png
988;Papan Desa Tangguh Bencana;-8.53997;113.96099;Sarongan;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0988.png
989;Papan Desa Tangguh Bencana;-7.81184;113.74914;Banyuputih;Wringin;Bondowoso;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0989.png
990;Papan Desa Tangguh Bencana;-6.97946;112.33933;Tracal;Karanggeneng;Lamongan;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0990.png
991;Papan Desa Tangguh Bencana;-7.69045;111.73159;Durenan;Gemarang;Madiun;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0991.png
992;Papan Desa Tangguh Bencana;-7.7137705;111.2347508;Genilangit;Poncol;Magetan;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0992.png
993;Papan Desa Tangguh Bencana;-7.74432;111.83107;Blongko;Ngetos;Nganjuk;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0993.png
994;Papan Desa Tangguh Bencana;-7.7396237;112.957356;Prodo;Winongan;Pasuruan;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0994.png
995;Papan Desa Tangguh Bencana;-7.85155;113.70482;Tlogosari;Sumber Malang;Situbondo;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0995.png
996;Papan Desa Tangguh Bencana;-7.07743;112.12193;Klotok;Plumpang;Tuban;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0996.png
997;Papan Desa Tangguh Bencana;-7.85098;112.04333;Betet;Pesantren;Kota Kediri;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0997.png
998;Papan Desa Tangguh Bencana;-7.95522;112.61715;Penanggungan;Klojen;Kota Malang;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0998.png
999;Papan Desa Tangguh Bencana;-7.76538;113.22814;Sukoharjo;Kanigaran;Probolinggo;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0999.png
1000;;;;;;;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1000.png
1001;Papan Himbauan Tsunami;-8.59226;113.9974;Sumberagung;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1001.png
1002;Papan Himbauan Tsunami;-8.59326;113.99;Sumberagung;Pesanggaran;Banyuwangi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\1002.png
